iter	Passed	Remaining
494	8471	17199
495	8487	17179
496	8502	17159
497	8519	17141
498	8535	17122
499	8551	17102
500	8566	17081
501	8581	17060
502	8596	17038
503	8610	17016
504	8627	16998
505	8643	16980
506	8658	16958
507	8672	16936
508	8686	16912
509	8700	16888
510	8714	16867
511	8729	16845
512	8745	16827
513	8761	16807
514	8775	16784
515	8791	16764
516	8806	16744
517	8822	16724
518	8838	16706
519	8853	16685
520	8869	16665
521	8882	16642
522	8897	16620
523	8911	16599
524	8927	16580
525	8942	16558
526	8955	16535
527	8969	16512
528	8983	16489
529	8997	16467
530	9011	16445
531	9025	16423
532	9041	16403
533	9056	16384
534	9071	16362
535	9085	16340
536	9100	16319
537	9114	16297
538	9127	16273
539	9141	16251
540	9154	16228
541	9168	16205
542	9181	16182
543	9195	16160
544	9209	16137
545	9224	16116
546	9238	16095
547	9253	16075
548	9266	16052
549	9281	16031
550	9295	16009
551	9308	15986
552	9322	15964
553	9336	15943
554	9351	15923
555	9364	15900
556	9378	15878
557	9392	15856
558	9406	15834
559	9420	15813
560	9434	15792
561	9449	15771
562	9463	15750
563	9478	15729
564	9491	15707
565	9505	15685
566	9518	15663
567	9532	15641
568	9546	15619
569	9559	15597
570	9574	15577
571	9587	15555
572	9601	15532
573	9615	15511
574	9629	15490
575	9642	15468
576	9657	15448
577	9671	15427
578	9685	15406
579	9699	15384
580	9712	15363
581	9726	15342
582	9740	15320
583	9755	15300
584	9768	15279
585	9782	15258
586	9798	15239
587	9812	15219
588	9826	15198
589	9840	15177
590	9855	15157
591	9869	15137
592	9883	15116
593	9896	15094
594	9910	15074
595	9924	15053
596	9937	15031
597	9952	15011
598	9965	14989
599	9980	14970
600	9993	14948
601	10007	14928
602	10022	14908
603	10036	14889
604	10050	14868
605	10064	14848
606	10078	14827
607	10092	14806
608	10106	14786
609	10120	14766
610	10134	14746
611	10149	14726
612	10162	14704
613	10175	14683
614	10190	14664
615	10204	14644
616	10218	14623
617	10232	14604
618	10247	14584
619	10261	14564
620	10275	14544
621	10288	14523
622	10304	14505
623	10317	14484
624	10332	14464
625	10345	14444
626	10360	14425
627	10376	14407
628	10389	14386
629	10404	14367
630	10417	14347
631	10432	14327
632	10445	14307
633	10460	14288
634	10474	14267
635	10487	14247
636	10501	14226
637	10515	14207
638	10529	14187
639	10543	14167
640	10557	14148
641	10571	14128
642	10584	14107
643	10598	14088
644	10613	14068
645	10627	14049
646	10641	14029
647	10655	14010
648	10670	13991
649	10684	13971
650	10697	13951
651	10711	13932
652	10726	13912
653	10740	13893
654	10754	13874
655	10768	13854
656	10781	13833
657	10795	13814
658	10809	13795
659	10824	13776
660	10839	13759
661	10853	13739
662	10867	13719
663	10881	13700
664	10895	13680
665	10908	13660
666	10923	13642
667	10937	13622
668	10951	13603
669	10966	13585
670	10979	13565
671	10994	13546
672	11009	13528
673	11024	13510
674	11040	13494
675	11055	13475
676	11069	13457
677	11085	13439
678	11100	13421
679	11117	13405
680	11132	13388
681	11147	13370
682	11161	13351
683	11174	13331
684	11189	13312
685	11203	13293
686	11217	13275
687	11232	13256
688	11247	13238
689	11261	13219
690	11274	13200
691	11289	13181
692	11302	13161
693	11316	13142
694	11330	13123
695	11344	13104
696	11357	13085
697	11371	13065
698	11385	13046
699	11399	13027
700	11413	13009
701	11427	12990
702	11442	12972
703	11457	12954
704	11471	12935
705	11484	12916
706	11498	12897
707	11512	12878
708	11526	12859
709	11540	12840
710	11554	12821
711	11567	12802
712	11582	12784
713	11596	12765
714	11610	12747
715	11624	12728
716	11638	12710
717	11653	12691
718	11666	12672
719	11680	12653
720	11694	12634
721	11708	12617
722	11722	12597
723	11737	12580
724	11752	12562
725	11766	12544
726	11780	12525
727	11794	12507
728	11808	12489
729	11822	12470
730	11836	12452
731	11850	12433
732	11865	12415
733	11879	12397
734	11893	12378
735	11907	12360
736	11921	12341
737	11935	12323
738	11949	12305
739	11963	12286
740	11976	12267
741	11990	12249
742	12005	12231
743	12019	12213
744	12033	12195
745	12047	12176
746	12061	12158
747	12074	12139
748	12089	12121
749	12104	12104
750	12118	12086
751	12131	12067
752	12146	12049
753	12159	12030
754	12174	12012
755	12187	11993
756	12201	11975
757	12215	11957
758	12228	11938
759	12242	11920
760	12256	11901
761	12269	11883
762	12283	11865
763	12298	11847
764	12312	11829
765	12326	11811
766	12340	11793
767	12353	11774
768	12367	11756
769	12381	11738
770	12397	11721
771	12410	11703
772	12425	11685
773	12439	11667
774	12452	11649
775	12466	11630
776	12480	11613
777	12494	11595
778	12508	11577
779	12523	11559
780	12536	11541
781	12549	11522
782	12563	11504
783	12577	11486
784	12591	11468
785	12605	11450
786	12619	11433
787	12633	11414
788	12646	11396
789	12661	11379
790	12675	11361
791	12689	11343
792	12703	11325
793	12717	11307
794	12730	11289
795	12744	11271
796	12758	11253
797	12772	11235
798	12785	11217
799	12800	11200
800	12813	11181
801	12827	11164
802	12842	11146
803	12855	11128
804	12869	11110
805	12882	11092
806	12895	11074
807	12909	11056
808	12924	11038
809	12937	11021
810	12951	11003
811	12966	10986
812	12979	10968
813	12993	10949
814	13006	10932
815	13021	10915
816	13035	10897
817	13049	10879
818	13062	10861
819	13076	10844
820	13090	10826
821	13104	10808
822	13119	10792
823	13134	10775
824	13149	10758
825	13163	10741
826	13178	10724
827	13191	10706
828	13205	10688
829	13219	10671
830	13235	10655
831	13250	10638
832	13267	10623
833	13286	10609
834	13307	10598
835	13323	10582
836	13341	10567
837	13358	10553
838	13380	10541
839	13398	10527
840	13416	10512
841	13430	10495
842	13445	10478
843	13458	10460
844	13472	10443
845	13485	10425
846	13504	10411
847	13518	10394
848	13532	10376
849	13549	10361
850	13565	10345
851	13579	10328
852	13593	10310
853	13606	10292
854	13620	10275
855	13639	10261
856	13654	10244
857	13670	10228
858	13684	10211
859	13698	10193
860	13716	10179
861	13731	10163
862	13745	10145
863	13760	10128
864	13775	10112
865	13791	10096
866	13807	10081
867	13823	10065
868	13839	10049
869	13856	10034
870	13875	10019
871	13889	10003
872	13907	9988
873	13922	9972
874	13937	9955
875	13951	9938
876	13966	9921
877	13982	9905
878	13998	9889
879	14013	9873
880	14028	9856
881	14043	9839
882	14057	9822
883	14072	9806
884	14088	9790
885	14103	9773
886	14118	9757
887	14134	9741
888	14150	9725
889	14166	9709
890	14183	9694
891	14199	9678
892	14214	9661
893	14230	9646
894	14245	9629
895	14261	9613
896	14276	9597
897	14292	9581
898	14309	9566
899	14328	9552
900	14345	9536
901	14362	9521
902	14377	9505
903	14392	9488
904	14409	9473
905	14425	9457
906	14439	9440
907	14453	9423
908	14467	9406
909	14483	9390
910	14497	9373
911	14514	9357
912	14528	9340
913	14543	9324
914	14558	9307
915	14572	9290
916	14587	9274
917	14602	9257
918	14620	9242
919	14636	9227
920	14651	9210
921	14665	9193
922	14679	9176
923	14694	9160
924	14709	9143
925	14724	9127
926	14739	9111
927	14754	9094
928	14769	9077
929	14786	9062
930	14801	9045
931	14817	9030
932	14834	9015
933	14878	9016
934	14909	9009
935	14945	9005
936	14978	8999
937	15016	8997
938	15051	8992
939	15098	8995
940	15135	8991
941	15177	8990
942	15196	8976
943	15210	8958
944	15225	8941
945	15242	8926
946	15259	8910
947	15293	8904
948	15319	8894
949	15337	8879
950	15354	8864
951	15371	8848
952	15386	8831
953	15400	8814
954	15415	8797
955	15430	8780
956	15444	8763
957	15460	8746
958	15476	8730
959	15493	8714
960	15509	8698
961	15527	8683
962	15543	8667
963	15559	8651
964	15574	8634
965	15591	8618
966	15606	8602
967	15622	8585
968	15639	8570
969	15655	8554
970	15671	8537
971	15687	8521
972	15701	8504
973	15715	8487
974	15730	8470
975	15746	8453
976	15761	8437
977	15776	8420
978	15792	8404
979	15807	8387
980	15822	8371
981	15837	8354
982	15852	8337
983	15868	8321
984	15883	8304
985	15897	8287
986	15913	8271
987	15928	8254
988	15950	8241
989	15966	8225
990	15981	8208
991	15996	8191
992	16011	8175
993	16025	8157
994	16040	8141
995	16055	8124
996	16069	8107
997	16084	8090
998	16099	8073
999	16115	8057
1000	16130	8041
1001	16145	8024
1002	16160	8007
1003	16174	7990
1004	16188	7973
1005	16204	7957
1006	16218	7940
1007	16232	7922
1008	16247	7906
1009	16261	7889
1010	16275	7872
1011	16290	7855
1012	16304	7838
1013	16329	7826
1014	16344	7809
1015	16359	7793
1016	16374	7776
1017	16390	7760
1018	16405	7743
1019	16420	7727
1020	16437	7711
1021	16454	7695
1022	16469	7679
1023	16485	7663
1024	16502	7647
1025	16518	7631
1026	16534	7615
1027	16548	7598
1028	16563	7581
1029	16577	7564
1030	16591	7547
1031	16606	7530
1032	16621	7514
1033	16637	7497
1034	16653	7482
1035	16668	7465
1036	16682	7448
1037	16697	7431
1038	16712	7415
1039	16728	7398
1040	16762	7391
1041	16790	7380
1042	16819	7369
1043	16870	7368
1044	16914	7364
1045	16946	7355
1046	16983	7348
1047	17015	7338
1048	17053	7331
1049	17091	7325
1050	17122	7315
1051	17144	7301
1052	17172	7289
1053	17198	7277
1054	17218	7262
1055	17233	7245
1056	17250	7229
1057	17267	7213
1058	17282	7196
1059	17301	7181
1060	17317	7165
1061	17349	7155
1062	17380	7145
1063	17397	7129
1064	17414	7113
1065	17430	7096
1066	17446	7079
1067	17470	7066
1068	17493	7053
1069	17512	7037
1070	17529	7021
1071	17548	7006
1072	17568	6991
1073	17586	6975
1074	17602	6959
1075	17625	6945
1076	17644	6929
1077	17659	6913
1078	17674	6895
1079	17688	6878
1080	17702	6861
1081	17716	6844
1082	17732	6827
1083	17749	6811
1084	17766	6795
1085	17785	6779
1086	17807	6765
1087	17835	6753
1088	17851	6737
1089	17867	6720
1090	17883	6704
1091	17900	6687
1092	17916	6671
1093	17933	6655
1094	17951	6639
1095	17965	6622
1096	17980	6605
1097	17996	6588
1098	18011	6572
1099	18026	6555
1100	18040	6537
1101	18056	6521
1102	18070	6504
1103	18089	6488
1104	18105	6471
1105	18119	6454
1106	18134	6437
1107	18149	6421
1108	18164	6404
1109	18179	6387
1110	18199	6372
1111	18215	6355
1112	18231	6339
1113	18245	6322
1114	18259	6304
1115	18274	6287
1116	18288	6270
1117	18304	6254
1118	18321	6238
1119	18337	6221
1120	18360	6207
1121	18380	6192
1122	18394	6175
1123	18408	6157
1124	18426	6142
1125	18443	6126
1126	18459	6109
1127	18474	6092
1128	18489	6075
1129	18503	6058
1130	18518	6041
1131	18535	6025
1132	18553	6009
1133	18567	5992
1134	18582	5975
1135	18597	5958
1136	18614	5942
1137	18630	5926
1138	18646	5909
1139	18661	5892
1140	18678	5877
1141	18692	5859
1142	18707	5842
1143	18721	5825
1144	18735	5808
1145	18750	5792
1146	18766	5775
1147	18782	5759
1148	18797	5742
1149	18811	5725
1150	18826	5708
1151	18840	5691
1152	18857	5675
1153	18872	5658
1154	18888	5642
1155	18903	5625
1156	18919	5608
1157	18935	5592
1158	18949	5575
1159	18964	5558
1160	18979	5541
1161	18997	5525
1162	19012	5509
1163	19026	5492
1164	19042	5475
1165	19059	5459
1166	19075	5443
1167	19090	5426
1168	19106	5409
1169	19121	5393
1170	19137	5376
1171	19151	5359
1172	19166	5343
1173	19182	5326
1174	19196	5309
1175	19210	5292
1176	19225	5275
1177	19239	5259
1178	19256	5242
1179	19272	5226
1180	19289	5210
1181	19305	5193
1182	19319	5176
1183	19333	5160
1184	19348	5143
1185	19363	5126
1186	19379	5110
1187	19395	5093
1188	19411	5077
1189	19425	5060
1190	19439	5043
1191	19454	5026
1192	19472	5011
1193	19492	4995
1194	19511	4979
1195	19528	4963
1196	19543	4947
1197	19559	4930
1198	19577	4914
1199	19594	4898
1200	19609	4881
1201	19623	4865
1202	19638	4848
1203	19651	4831
1204	19665	4814
1205	19680	4797
1206	19695	4781
1207	19709	4764
1208	19723	4747
1209	19737	4730
1210	19751	4713
1211	19765	4696
1212	19780	4680
1213	19797	4663
1214	19813	4647
1215	19832	4631
1216	19852	4616
1217	19870	4600
1218	19887	4584
1219	19905	4568
1220	19921	4552
1221	19937	4535
1222	19954	4519
1223	19971	4503
1224	19990	4487
1225	20007	4471
1226	20025	4455
1227	20041	4439
1228	20057	4422
1229	20073	4406
1230	20089	4390
1231	20104	4373
1232	20120	4356
1233	20135	4340
1234	20150	4323
1235	20165	4307
1236	20179	4290
1237	20193	4273
1238	20208	4256
1239	20222	4240
1240	20238	4223
1241	20252	4207
1242	20268	4190
1243	20282	4173
1244	20296	4157
1245	20310	4140
1246	20326	4123
1247	20340	4107
1248	20355	4090
1249	20370	4074
1250	20384	4057
1251	20398	4040
1252	20414	4024
1253	20428	4007
1254	20443	3991
1255	20458	3974
1256	20472	3957
1257	20487	3941
1258	20500	3924
1259	20515	3907
1260	20532	3891
1261	20546	3874
1262	20560	3858
1263	20574	3841
1264	20588	3824
1265	20602	3807
1266	20615	3791
1267	20630	3774
1268	20645	3758
1269	20660	3741
1270	20674	3724
1271	20688	3708
1272	20702	3691
1273	20716	3674
1274	20730	3658
1275	20745	3641
1276	20760	3625
1277	20775	3608
1278	20789	3592
1279	20804	3575
1280	20819	3559
1281	20834	3542
1282	20848	3526
1283	20863	3509
1284	20878	3493
1285	20892	3476
1286	20907	3460
1287	20921	3443
1288	20936	3427
1289	20951	3410
1290	20967	3394
1291	20982	3377
1292	20997	3361
1293	21013	3345
1294	21029	3328
1295	21044	3312
1296	21060	3296
1297	21076	3279
1298	21090	3263
1299	21106	3247
1300	21123	3231
1301	21140	3214
1302	21156	3198
1303	21173	3182
1304	21189	3166
1305	21205	3149
1306	21220	3133
1307	21236	3117
1308	21251	3100
1309	21266	3084
1310	21282	3068
1311	21298	3051
1312	21315	3035
1313	21332	3019
1314	21347	3003
1315	21363	2986
1316	21379	2970
1317	21396	2954
1318	21412	2938
1319	21428	2922
1320	21444	2905
1321	21460	2889
1322	21476	2873
1323	21493	2857
1324	21510	2841
1325	21527	2824
1326	21544	2808
1327	21559	2792
1328	21575	2776
1329	21592	2759
1330	21607	2743
1331	21622	2727
1332	21637	2710
1333	21652	2694
1334	21666	2677
1335	21681	2661
1336	21696	2645
1337	21710	2628
1338	21724	2612
1339	21739	2595
1340	21753	2579
1341	21767	2562
1342	21783	2546
1343	21797	2530
1344	21813	2513
1345	21827	2497
1346	21841	2480
1347	21855	2464
1348	21870	2448
1349	21886	2431
1350	21902	2415
1351	21917	2399
1352	21934	2383
1353	21953	2367
1354	21971	2351
1355	21989	2335
1356	22008	2319
1357	22029	2303
1358	22047	2287
1359	22064	2271
1360	22081	2255
1361	22099	2239
1362	22117	2223
1363	22133	2206
1364	22147	2190
1365	22161	2174
1366	22177	2157
1367	22192	2141
1368	22209	2125
1369	22225	2108
1370	22241	2092
1371	22258	2076
1372	22273	2060
1373	22293	2044
1374	22312	2028
1375	22332	2012
1376	22350	1996
1377	22369	1980
1378	22387	1964
1379	22404	1948
1380	22423	1932
1381	22441	1916
1382	22462	1900
1383	22481	1884
1384	22503	1868
1385	22534	1853
1386	22562	1838
1387	22599	1823
1388	22624	1808
1389	22645	1792
1390	22665	1776
1391	22686	1760
1392	22704	1744
1393	22725	1728
1394	22744	1711
1395	22759	1695
1396	22774	1679
1397	22789	1662
1398	22803	1646
1399	22818	1629
1400	22833	1613
1401	22848	1597
1402	22864	1580
1403	22880	1564
1404	22896	1548
1405	22912	1531
1406	22927	1515
1407	22941	1499
1408	22956	1482
1409	22971	1466
1410	22986	1449
1411	23000	1433
1412	23016	1417
1413	23030	1400
1414	23044	1384
1415	23058	1367
1416	23073	1351
1417	23087	1335
1418	23101	1318
1419	23115	1302
1420	23128	1285
1421	23142	1269
1422	23155	1252
1423	23169	1236
1424	23182	1220
1425	23196	1203
1426	23211	1187
1427	23225	1171
1428	23238	1154
1429	23252	1138
1430	23266	1121
1431	23280	1105
1432	23294	1089
1433	23308	1072
1434	23323	1056
1435	23337	1040
1436	23352	1023
1437	23366	1007
1438	23381	991
1439	23394	974
1440	23408	958
1441	23421	942
1442	23434	925
1443	23449	909
1444	23463	893
1445	23476	876
1446	23489	860
1447	23503	844
1448	23516	827
1449	23530	811
1450	23545	795
1451	23558	778
1452	23572	762
1453	23586	746
1454	23599	729
1455	23613	713
1456	23627	697
1457	23640	681
1458	23653	664
1459	23668	648
1460	23682	632
1461	23695	615
1462	23710	599
1463	23723	583
1464	23737	567
1465	23750	550
1466	23763	534
1467	23777	518
1468	23790	502
1469	23805	485
1470	23819	469
1471	23833	453
1472	23846	437
1473	23860	420
1474	23873	404
1475	23886	388
1476	23900	372
1477	23914	355
1478	23928	339
1479	23941	323
1480	23955	307
1481	23969	291
1482	23983	274
1483	23997	258
1484	24010	242
1485	24023	226
1486	24037	210
1487	24050	193
1488	24064	177
1489	24078	161
1490	24090	145
1491	24105	129
1492	24118	113
1493	24131	96
1494	24145	80
1495	24158	64
1496	24171	48
1497	24185	32
1498	24199	16
1499	24212	0
